"Source.Label","Target.Label","Subject","SentDate","SentTime","Source","Target","MainSubject"
"Rachel Pantanal","Isia Vann","re: this weekend?",2014-01-07,"11:22",3,49,"Work related"
"Bertrand Ovan","Irene Nant","re: list of repairs needed",2014-01-07,"11:26",26,37,"Work related"
"Bertrand Ovan","Adan Morlun","re: list of repairs needed",2014-01-07,"11:26",26,35,"Work related"
"Bertrand Ovan","Valeria Morlun","re: list of repairs needed",2014-01-07,"11:26",26,34,"Work related"
"Bertrand Ovan","Emile Arpa","re: list of repairs needed",2014-01-07,"11:26",26,27,"Work related"
"Bertrand Ovan","Varro Awelon","re: list of repairs needed",2014-01-07,"11:26",26,28,"Work related"
"Bertrand Ovan","Benito Hawelon","re: list of repairs needed",2014-01-07,"11:26",26,31,"Work related"
"Bertrand Ovan","Henk Mies","re: list of repairs needed",2014-01-07,"11:26",26,33,"Work related"
"Bertrand Ovan","Claudio Hawelon","re: list of repairs needed",2014-01-07,"11:26",26,32,"Work related"
"Irene Nant","Bertrand Ovan","re: traffic advisory for today",2014-01-07,"11:30",37,26,"Work related"
"Irene Nant","Varro Awelon","re: traffic advisory for today",2014-01-07,"11:30",37,28,"Work related"
"Irene Nant","Dante Coginian","re: traffic advisory for today",2014-01-07,"11:30",37,29,"Work related"
"Irene Nant","Adan Morlun","re: traffic advisory for today",2014-01-07,"11:30",37,35,"Work related"
"Irene Nant","Albina Hafon","re: traffic advisory for today",2014-01-07,"11:30",37,30,"Work related"
"Irene Nant","Claudio Hawelon","re: traffic advisory for today",2014-01-07,"11:30",37,32,"Work related"
"Irene Nant","Cecilia Morluniau","re: traffic advisory for today",2014-01-07,"11:30",37,36,"Work related"
"Irene Nant","Henk Mies","re: traffic advisory for today",2014-01-07,"11:30",37,33,"Work related"
"Adan Morlun","Valeria Morlun","traffic advisory for today",2014-01-07,"11:37",35,34,"Work related"
"Adan Morlun","Henk Mies","traffic advisory for today",2014-01-07,"11:37",35,33,"Work related"
"Adan Morlun","Albina Hafon","traffic advisory for today",2014-01-07,"11:37",35,30,"Work related"
"Adan Morlun","Dylan Scozzese","traffic advisory for today",2014-01-07,"11:37",35,38,"Work related"
"Lucas Alcazar","Sven Flecha","re: gt-seismicprocessorpro bug report",2014-01-07,"11:47",40,43,"Work related"
"Lucas Alcazar","Isak Baza","re: gt-seismicprocessorpro bug report",2014-01-07,"11:47",40,41,"Work related"
"Isak Baza","Sven Flecha","re: gt-seismicprocessorpro bug report",2014-01-07,"11:49",41,43,"Work related"
"Isak Baza","Lucas Alcazar","re: gt-seismicprocessorpro bug report",2014-01-07,"11:49",41,40,"Work related"
"Ada Campo-Corrente","Felix Resumir","re: hey, i<U+0092>m going home sick.",2014-01-07,"11:51",24,51,"Non-work related"
"Willem Vasco-Pais","Inga Ferro","re: late for meeting",2014-01-07,"11:53",21,54,"Work related"
"Mat Bramar","Dante Coginian","document stuck",2014-01-07,"11:55",1,29,"Work related"
"Isia Vann","Rachel Pantanal","re: karoake night - :)",2014-01-07,"11:58",49,3,"Non-work related"
"Felix Resumir","Ada Campo-Corrente","re: hey, i<U+0092>m going home sick.",2014-01-07,"12:01",51,24,"Non-work related"
"Inga Ferro","Willem Vasco-Pais","re: late for meeting",2014-01-07,"12:05",54,21,"Work related"
"Willem Vasco-Pais","Inga Ferro","re: late for meeting",2014-01-07,"12:07",21,54,"Work related"
"Claudio Hawelon","Irene Nant","re: list of repairs needed",2014-01-07,"12:09",32,37,"Work related"
"Claudio Hawelon","Adan Morlun","re: list of repairs needed",2014-01-07,"12:09",32,35,"Work related"
"Claudio Hawelon","Valeria Morlun","re: list of repairs needed",2014-01-07,"12:09",32,34,"Work related"
"Claudio Hawelon","Emile Arpa","re: list of repairs needed",2014-01-07,"12:09",32,27,"Work related"
"Claudio Hawelon","Varro Awelon","re: list of repairs needed",2014-01-07,"12:09",32,28,"Work related"
"Claudio Hawelon","Benito Hawelon","re: list of repairs needed",2014-01-07,"12:09",32,31,"Work related"
"Claudio Hawelon","Henk Mies","re: list of repairs needed",2014-01-07,"12:09",32,33,"Work related"
"Claudio Hawelon","Bertrand Ovan","re: list of repairs needed",2014-01-07,"12:09",32,26,"Work related"
"Lidelse Dedos","Elsa Orilla","re: files",2014-01-07,"12:17",16,12,"Work related"
"Cecilia Morluniau","Bertrand Ovan","re: traffic advisory for today",2014-01-07,"12:18",36,26,"Work related"
"Cecilia Morluniau","Varro Awelon","re: traffic advisory for today",2014-01-07,"12:18",36,28,"Work related"
"Cecilia Morluniau","Dante Coginian","re: traffic advisory for today",2014-01-07,"12:18",36,29,"Work related"
"Cecilia Morluniau","Adan Morlun","re: traffic advisory for today",2014-01-07,"12:18",36,35,"Work related"
"Cecilia Morluniau","Albina Hafon","re: traffic advisory for today",2014-01-07,"12:18",36,30,"Work related"
"Cecilia Morluniau","Claudio Hawelon","re: traffic advisory for today",2014-01-07,"12:18",36,32,"Work related"
"Cecilia Morluniau","Irene Nant","re: traffic advisory for today",2014-01-07,"12:18",36,37,"Work related"
"Cecilia Morluniau","Henk Mies","re: traffic advisory for today",2014-01-07,"12:18",36,33,"Work related"
"Cecilia Morluniau","Bertrand Ovan","re: traffic advisory for today",2014-01-07,"12:25",36,26,"Work related"
"Cecilia Morluniau","Varro Awelon","re: traffic advisory for today",2014-01-07,"12:25",36,28,"Work related"
"Cecilia Morluniau","Dante Coginian","re: traffic advisory for today",2014-01-07,"12:25",36,29,"Work related"
"Cecilia Morluniau","Adan Morlun","re: traffic advisory for today",2014-01-07,"12:25",36,35,"Work related"
"Cecilia Morluniau","Albina Hafon","re: traffic advisory for today",2014-01-07,"12:25",36,30,"Work related"
"Cecilia Morluniau","Claudio Hawelon","re: traffic advisory for today",2014-01-07,"12:25",36,32,"Work related"
"Cecilia Morluniau","Irene Nant","re: traffic advisory for today",2014-01-07,"12:25",36,37,"Work related"
"Cecilia Morluniau","Henk Mies","re: traffic advisory for today",2014-01-07,"12:25",36,33,"Work related"
"Cornelia Lais","Mat Bramar","re: dress for success - dress to impress",2014-01-07,"12:29",7,1,"Non-work related"
"Cornelia Lais","Anda Ribera","re: dress for success - dress to impress",2014-01-07,"12:29",7,2,"Non-work related"
"Cornelia Lais","Rachel Pantanal","re: dress for success - dress to impress",2014-01-07,"12:29",7,3,"Non-work related"
"Cornelia Lais","Linda Lagos","re: dress for success - dress to impress",2014-01-07,"12:29",7,4,"Non-work related"
"Cornelia Lais","Ruscella Mies Haber","re: dress for success - dress to impress",2014-01-07,"12:29",7,5,"Non-work related"
"Cornelia Lais","Carla Forluniau","re: dress for success - dress to impress",2014-01-07,"12:29",7,6,"Non-work related"
"Nils Calixto","Lucas Alcazar","gt-seismicprocessorpro bug report",2014-01-07,"12:30",42,40,"Work related"
"Nils Calixto","Isak Baza","gt-seismicprocessorpro bug report",2014-01-07,"12:30",42,41,"Work related"
"Gustav Cazar","Rachel Pantanal","re: service anniversaries!",2014-01-07,"12:30",19,3,"Work related"
"Gustav Cazar","Lars Azada","re: service anniversaries!",2014-01-07,"12:30",19,14,"Work related"
"Gustav Cazar","Felix Balas","re: service anniversaries!",2014-01-07,"12:30",19,15,"Work related"
"Gustav Cazar","Isande Borrasca","re: service anniversaries!",2014-01-07,"12:30",19,9,"Work related"
"Gustav Cazar","Axel Calzas","re: service anniversaries!",2014-01-07,"12:30",19,10,"Work related"
"Gustav Cazar","Lidelse Dedos","re: service anniversaries!",2014-01-07,"12:30",19,16,"Work related"
"Gustav Cazar","Birgitta Frente","re: service anniversaries!",2014-01-07,"12:30",19,17,"Work related"
"Gustav Cazar","Vira Frente","re: service anniversaries!",2014-01-07,"12:30",19,20,"Work related"
"Gustav Cazar","Adra Nubarron","re: service anniversaries!",2014-01-07,"12:30",19,18,"Work related"
"Gustav Cazar","Marin Onda","re: service anniversaries!",2014-01-07,"12:30",19,8,"Work related"
"Gustav Cazar","Kare Orilla","re: service anniversaries!",2014-01-07,"12:30",19,11,"Work related"
"Gustav Cazar","Elsa Orilla","re: service anniversaries!",2014-01-07,"12:30",19,12,"Work related"
"Gustav Cazar","Brand Tempestad","re: service anniversaries!",2014-01-07,"12:30",19,13,"Work related"
"Gustav Cazar","Ingrid Barranco","re: service anniversaries!",2014-01-07,"12:30",19,23,"Work related"
"Gustav Cazar","Ada Campo-Corrente","re: service anniversaries!",2014-01-07,"12:30",19,24,"Work related"
"Gustav Cazar","Sten Sanjorge Jr ","re: service anniversaries!",2014-01-07,"12:30",19,22,"Work related"
"Gustav Cazar","Orhan Strum","re: service anniversaries!",2014-01-07,"12:30",19,25,"Work related"
"Gustav Cazar","Willem Vasco-Pais","re: service anniversaries!",2014-01-07,"12:30",19,21,"Work related"
"Gustav Cazar","Bertrand Ovan","re: service anniversaries!",2014-01-07,"12:30",19,26,"Work related"
"Gustav Cazar","Albina Hafon","re: service anniversaries!",2014-01-07,"12:30",19,30,"Work related"
"Gustav Cazar","Benito Hawelon","re: service anniversaries!",2014-01-07,"12:30",19,31,"Work related"
"Gustav Cazar","Claudio Hawelon","re: service anniversaries!",2014-01-07,"12:30",19,32,"Work related"
"Gustav Cazar","Henk Mies","re: service anniversaries!",2014-01-07,"12:30",19,33,"Work related"
"Gustav Cazar","Valeria Morlun","re: service anniversaries!",2014-01-07,"12:30",19,34,"Work related"
"Gustav Cazar","Adan Morlun","re: service anniversaries!",2014-01-07,"12:30",19,35,"Work related"
"Gustav Cazar","Cecilia Morluniau","re: service anniversaries!",2014-01-07,"12:30",19,36,"Work related"
"Gustav Cazar","Irene Nant","re: service anniversaries!",2014-01-07,"12:30",19,37,"Work related"
"Gustav Cazar","Dylan Scozzese","re: service anniversaries!",2014-01-07,"12:30",19,38,"Work related"
"Gustav Cazar","Lucas Alcazar","re: service anniversaries!",2014-01-07,"12:30",19,40,"Work related"
"Gustav Cazar","Isak Baza","re: service anniversaries!",2014-01-07,"12:30",19,41,"Work related"
"Gustav Cazar","Linnea Bergen","re: service anniversaries!",2014-01-07,"12:30",19,39,"Work related"
"Gustav Cazar","Nils Calixto","re: service anniversaries!",2014-01-07,"12:30",19,42,"Work related"
"Gustav Cazar","Sven Flecha","re: service anniversaries!",2014-01-07,"12:30",19,43,"Work related"
"Gustav Cazar","Hideki Cocinaro","re: service anniversaries!",2014-01-07,"12:30",19,53,"Work related"
"Gustav Cazar","Inga Ferro","re: service anniversaries!",2014-01-07,"12:30",19,54,"Work related"
"Gustav Cazar","Loreto Bodrogi","re: service anniversaries!",2014-01-07,"12:30",19,52,"Work related"
"Gustav Cazar","Isia Vann","re: service anniversaries!",2014-01-07,"12:30",19,49,"Work related"
"Gustav Cazar","Stenig Fusil","re: service anniversaries!",2014-01-07,"12:30",19,46,"Work related"
"Gustav Cazar","Hennie Osvaldo","re: service anniversaries!",2014-01-07,"12:30",19,48,"Work related"
"Gustav Cazar","Kanon Herrero","re: service anniversaries!",2014-01-07,"12:30",19,44,"Work related"
"Gustav Cazar","Varja Lagos","re: service anniversaries!",2014-01-07,"12:30",19,45,"Work related"
"Gustav Cazar","Minke Mies","re: service anniversaries!",2014-01-07,"12:30",19,47,"Work related"
"Gustav Cazar","Felix Resumir","re: service anniversaries!",2014-01-07,"12:30",19,51,"Work related"
"Gustav Cazar","Edvard Vann","re: service anniversaries!",2014-01-07,"12:30",19,50,"Work related"
"Gustav Cazar","Emile Arpa","re: service anniversaries!",2014-01-07,"12:30",19,27,"Work related"
"Gustav Cazar","Varro Awelon","re: service anniversaries!",2014-01-07,"12:30",19,28,"Work related"
"Gustav Cazar","Mat Bramar","re: service anniversaries!",2014-01-07,"12:30",19,1,"Work related"
"Gustav Cazar","Dante Coginian","re: service anniversaries!",2014-01-07,"12:30",19,29,"Work related"
"Gustav Cazar","Carla Forluniau","re: service anniversaries!",2014-01-07,"12:30",19,6,"Work related"
"Gustav Cazar","Linda Lagos","re: service anniversaries!",2014-01-07,"12:30",19,4,"Work related"
"Gustav Cazar","Cornelia Lais","re: service anniversaries!",2014-01-07,"12:30",19,7,"Work related"
"Gustav Cazar","Ruscella Mies Haber","re: service anniversaries!",2014-01-07,"12:30",19,5,"Work related"
"Gustav Cazar","Anda Ribera","re: service anniversaries!",2014-01-07,"12:30",19,2,"Work related"
"Orhan Strum","Ingrid Barranco","yearly numbers looking good",2014-01-07,"12:31",25,23,"Work related"
"Orhan Strum","Ada Campo-Corrente","yearly numbers looking good",2014-01-07,"12:31",25,24,"Work related"
"Carla Forluniau","Felix Balas","re: i<U+0092>m in! -  post a list",2014-01-07,"12:34",6,15,"Non-work related"
"Felix Balas","Carla Forluniau","re: i<U+0092>m in! -  post a list",2014-01-07,"12:37",15,6,"Non-work related"
"Hideki Cocinaro","Cornelia Lais","no hurry",2014-01-07,"12:37",53,7,"Work related"
"Cecilia Morluniau","Bertrand Ovan","re: traffic advisory for today",2014-01-07,"12:40",36,26,"Work related"
"Cecilia Morluniau","Varro Awelon","re: traffic advisory for today",2014-01-07,"12:40",36,28,"Work related"
"Cecilia Morluniau","Dante Coginian","re: traffic advisory for today",2014-01-07,"12:40",36,29,"Work related"
"Cecilia Morluniau","Adan Morlun","re: traffic advisory for today",2014-01-07,"12:40",36,35,"Work related"
"Cecilia Morluniau","Albina Hafon","re: traffic advisory for today",2014-01-07,"12:40",36,30,"Work related"
"Cecilia Morluniau","Claudio Hawelon","re: traffic advisory for today",2014-01-07,"12:40",36,32,"Work related"
"Cecilia Morluniau","Irene Nant","re: traffic advisory for today",2014-01-07,"12:40",36,37,"Work related"
"Cecilia Morluniau","Henk Mies","re: traffic advisory for today",2014-01-07,"12:40",36,33,"Work related"
"Vira Frente","Axel Calzas","re: downhole prediction 2522-00",2014-01-07,"12:47",20,10,"Work related"
"Vira Frente","Lidelse Dedos","re: downhole prediction 2522-00",2014-01-07,"12:47",20,16,"Work related"
"Vira Frente","Elsa Orilla","re: downhole prediction 2522-00",2014-01-07,"12:47",20,12,"Work related"
"Isande Borrasca","Lars Azada","wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:00",9,14,"Work related"
"Isande Borrasca","Kare Orilla","wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:00",9,11,"Work related"
"Isande Borrasca","Marin Onda","wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:00",9,8,"Work related"
"Isande Borrasca","Elsa Orilla","wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:00",9,12,"Work related"
"Isande Borrasca","Axel Calzas","wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:00",9,10,"Work related"
"Isande Borrasca","Brand Tempestad","wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:00",9,13,"Work related"
"Isande Borrasca","Vira Frente","wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:00",9,20,"Work related"
"Linda Lagos","Mat Bramar","catering?!?",2014-01-07,"13:03",4,1,"Work related"
"Linda Lagos","Anda Ribera","catering?!?",2014-01-07,"13:03",4,2,"Work related"
"Linda Lagos","Rachel Pantanal","catering?!?",2014-01-07,"13:03",4,3,"Work related"
"Linda Lagos","Ruscella Mies Haber","catering?!?",2014-01-07,"13:03",4,5,"Work related"
"Linda Lagos","Carla Forluniau","catering?!?",2014-01-07,"13:03",4,6,"Work related"
"Linda Lagos","Cornelia Lais","catering?!?",2014-01-07,"13:03",4,7,"Work related"
"Nils Calixto","Lucas Alcazar","gt-seismicprocessorpro bug report",2014-01-07,"13:05",42,40,"Work related"
"Nils Calixto","Sven Flecha","gt-seismicprocessorpro bug report",2014-01-07,"13:05",42,43,"Work related"
"Nils Calixto","Isak Baza","gt-seismicprocessorpro bug report",2014-01-07,"13:05",42,41,"Work related"
"Mat Bramar","Anda Ribera","re: dress for success - dress to impress",2014-01-07,"13:06",1,2,"Non-work related"
"Mat Bramar","Rachel Pantanal","re: dress for success - dress to impress",2014-01-07,"13:06",1,3,"Non-work related"
"Mat Bramar","Linda Lagos","re: dress for success - dress to impress",2014-01-07,"13:06",1,4,"Non-work related"
"Mat Bramar","Ruscella Mies Haber","re: dress for success - dress to impress",2014-01-07,"13:06",1,5,"Non-work related"
"Mat Bramar","Carla Forluniau","re: dress for success - dress to impress",2014-01-07,"13:06",1,6,"Non-work related"
"Mat Bramar","Cornelia Lais","re: dress for success - dress to impress",2014-01-07,"13:06",1,7,"Non-work related"
"Vira Frente","Axel Calzas","re: downhole prediction 2522-00",2014-01-07,"13:08",20,10,"Work related"
"Vira Frente","Lidelse Dedos","re: downhole prediction 2522-00",2014-01-07,"13:08",20,16,"Work related"
"Vira Frente","Elsa Orilla","re: downhole prediction 2522-00",2014-01-07,"13:08",20,12,"Work related"
"Varja Lagos","Kanon Herrero","resolution of incident",2014-01-07,"13:16",45,44,"Work related"
"Varja Lagos","Stenig Fusil","resolution of incident",2014-01-07,"13:16",45,46,"Work related"
"Varja Lagos","Inga Ferro","resolution of incident",2014-01-07,"13:16",45,54,"Work related"
"Varja Lagos","Hideki Cocinaro","resolution of incident",2014-01-07,"13:16",45,53,"Work related"
"Varja Lagos","Hennie Osvaldo","resolution of incident",2014-01-07,"13:16",45,48,"Work related"
"Varja Lagos","Felix Resumir","resolution of incident",2014-01-07,"13:16",45,51,"Work related"
"Varja Lagos","Isia Vann","resolution of incident",2014-01-07,"13:16",45,49,"Work related"
"Cornelia Lais","Mat Bramar","re: dress for success - dress to impress",2014-01-07,"13:18",7,1,"Non-work related"
"Cornelia Lais","Anda Ribera","re: dress for success - dress to impress",2014-01-07,"13:18",7,2,"Non-work related"
"Cornelia Lais","Rachel Pantanal","re: dress for success - dress to impress",2014-01-07,"13:18",7,3,"Non-work related"
"Cornelia Lais","Linda Lagos","re: dress for success - dress to impress",2014-01-07,"13:18",7,4,"Non-work related"
"Cornelia Lais","Ruscella Mies Haber","re: dress for success - dress to impress",2014-01-07,"13:18",7,5,"Non-work related"
"Cornelia Lais","Carla Forluniau","re: dress for success - dress to impress",2014-01-07,"13:18",7,6,"Non-work related"
"Ingrid Barranco","Ada Campo-Corrente","re: yearly numbers looking good",2014-01-07,"13:19",23,24,"Work related"
"Ingrid Barranco","Orhan Strum","re: yearly numbers looking good",2014-01-07,"13:19",23,25,"Work related"
"Carla Forluniau","Felix Balas","re: i<U+0092>m in! -  post a list",2014-01-07,"13:21",6,15,"Non-work related"
"Isande Borrasca","Lars Azada","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:26",9,14,"Work related"
"Isande Borrasca","Kare Orilla","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:26",9,11,"Work related"
"Isande Borrasca","Marin Onda","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:26",9,8,"Work related"
"Isande Borrasca","Elsa Orilla","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:26",9,12,"Work related"
"Isande Borrasca","Axel Calzas","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:26",9,10,"Work related"
"Isande Borrasca","Brand Tempestad","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:26",9,13,"Work related"
"Isande Borrasca","Vira Frente","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:26",9,20,"Work related"
"Lars Azada","Isande Borrasca","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:31",14,9,"Work related"
"Lars Azada","Kare Orilla","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:31",14,11,"Work related"
"Lars Azada","Marin Onda","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:31",14,8,"Work related"
"Lars Azada","Elsa Orilla","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:31",14,12,"Work related"
"Lars Azada","Axel Calzas","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:31",14,10,"Work related"
"Lars Azada","Brand Tempestad","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:31",14,13,"Work related"
"Lars Azada","Vira Frente","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:31",14,20,"Work related"
"Lidelse Dedos","Birgitta Frente","well 1033-01 stabilization progress report",2014-01-07,"13:35",16,17,"Work related"
"Lidelse Dedos","Isande Borrasca","well 1033-01 stabilization progress report",2014-01-07,"13:35",16,9,"Work related"
"Lidelse Dedos","Lars Azada","well 1033-01 stabilization progress report",2014-01-07,"13:35",16,14,"Work related"
"Lidelse Dedos","Marin Onda","well 1033-01 stabilization progress report",2014-01-07,"13:35",16,8,"Work related"
"Lidelse Dedos","Kare Orilla","well 1033-01 stabilization progress report",2014-01-07,"13:35",16,11,"Work related"
"Lidelse Dedos","Gustav Cazar","well 1033-01 stabilization progress report",2014-01-07,"13:35",16,19,"Work related"
"Lidelse Dedos","Axel Calzas","well 1033-01 stabilization progress report",2014-01-07,"13:35",16,10,"Work related"
"Lidelse Dedos","Felix Balas","well 1033-01 stabilization progress report",2014-01-07,"13:35",16,15,"Work related"
"Lidelse Dedos","Vira Frente","well 1033-01 stabilization progress report",2014-01-07,"13:35",16,20,"Work related"
"Birgitta Frente","Elsa Orilla","downhole prediction 2522-00 - check your parameters",2014-01-07,"13:35",17,12,"Work related"
"Birgitta Frente","Vira Frente","downhole prediction 2522-00 - check your parameters",2014-01-07,"13:35",17,20,"Work related"
"Birgitta Frente","Kare Orilla","downhole prediction 2522-00 - check your parameters",2014-01-07,"13:35",17,11,"Work related"
"Birgitta Frente","Isande Borrasca","downhole prediction 2522-00 - check your parameters",2014-01-07,"13:35",17,9,"Work related"
"Birgitta Frente","Gustav Cazar","downhole prediction 2522-00 - check your parameters",2014-01-07,"13:35",17,19,"Work related"
"Birgitta Frente","Brand Tempestad","downhole prediction 2522-00 - check your parameters",2014-01-07,"13:35",17,13,"Work related"
"Birgitta Frente","Lars Azada","downhole prediction 2522-00 - check your parameters",2014-01-07,"13:35",17,14,"Work related"
"Birgitta Frente","Marin Onda","downhole prediction 2522-00 - check your parameters",2014-01-07,"13:35",17,8,"Work related"
"Birgitta Frente","Axel Calzas","downhole prediction 2522-00 - check your parameters",2014-01-07,"13:35",17,10,"Work related"
"Anda Ribera","Mat Bramar","re: dress for success - dress to impress",2014-01-07,"13:37",2,1,"Non-work related"
"Anda Ribera","Rachel Pantanal","re: dress for success - dress to impress",2014-01-07,"13:37",2,3,"Non-work related"
"Anda Ribera","Linda Lagos","re: dress for success - dress to impress",2014-01-07,"13:37",2,4,"Non-work related"
"Anda Ribera","Ruscella Mies Haber","re: dress for success - dress to impress",2014-01-07,"13:37",2,5,"Non-work related"
"Anda Ribera","Carla Forluniau","re: dress for success - dress to impress",2014-01-07,"13:37",2,6,"Non-work related"
"Anda Ribera","Cornelia Lais","re: dress for success - dress to impress",2014-01-07,"13:37",2,7,"Non-work related"
"Ingrid Barranco","Ada Campo-Corrente","re: yearly numbers looking good",2014-01-07,"13:42",23,24,"Work related"
"Ingrid Barranco","Orhan Strum","re: yearly numbers looking good",2014-01-07,"13:42",23,25,"Work related"
"Adra Nubarron","Cecilia Morluniau","plants",2014-01-07,"13:48",18,36,"Non-work related"
"Adan Morlun","Valeria Morlun","re: traffic advisory for today",2014-01-07,"13:48",35,34,"Work related"
"Adan Morlun","Henk Mies","re: traffic advisory for today",2014-01-07,"13:48",35,33,"Work related"
"Adan Morlun","Albina Hafon","re: traffic advisory for today",2014-01-07,"13:48",35,30,"Work related"
"Adan Morlun","Dylan Scozzese","re: traffic advisory for today",2014-01-07,"13:48",35,38,"Work related"
"Brand Tempestad","Isande Borrasca","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:51",13,9,"Work related"
"Brand Tempestad","Lars Azada","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:51",13,14,"Work related"
"Brand Tempestad","Kare Orilla","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:51",13,11,"Work related"
"Brand Tempestad","Marin Onda","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:51",13,8,"Work related"
"Brand Tempestad","Elsa Orilla","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:51",13,12,"Work related"
"Brand Tempestad","Axel Calzas","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:51",13,10,"Work related"
"Brand Tempestad","Vira Frente","re: wellhead flow rate data - overpressure at well 1783-03?",2014-01-07,"13:51",13,20,"Work related"
"Ingrid Barranco","Ada Campo-Corrente","re: yearly numbers looking good",2014-01-07,"13:54",23,24,"Work related"
"Ingrid Barranco","Orhan Strum","re: yearly numbers looking good",2014-01-07,"13:54",23,25,"Work related"
"Adan Morlun","Henk Mies","list of repairs needed",2014-01-07,"14:07",35,33,"Work related"
"Adan Morlun","Albina Hafon","list of repairs needed",2014-01-07,"14:07",35,30,"Work related"
"Orhan Strum","Ingrid Barranco","re: yearly numbers looking good",2014-01-07,"14:10",25,23,"Work related"
"Orhan Strum","Ada Campo-Corrente","re: yearly numbers looking good",2014-01-07,"14:10",25,24,"Work related"
"Bertrand Ovan","Emile Arpa","mandatory safety training",2014-01-07,"14:12",26,27,"Work related"
"Bertrand Ovan","Varro Awelon","mandatory safety training",2014-01-07,"14:12",26,28,"Work related"
"Bertrand Ovan","Dante Coginian","mandatory safety training",2014-01-07,"14:12",26,29,"Work related"
"Bertrand Ovan","Albina Hafon","mandatory safety training",2014-01-07,"14:12",26,30,"Work related"
"Bertrand Ovan","Benito Hawelon","mandatory safety training",2014-01-07,"14:12",26,31,"Work related"
"Bertrand Ovan","Claudio Hawelon","mandatory safety training",2014-01-07,"14:12",26,32,"Work related"
"Bertrand Ovan","Henk Mies","mandatory safety training",2014-01-07,"14:12",26,33,"Work related"
"Bertrand Ovan","Valeria Morlun","mandatory safety training",2014-01-07,"14:12",26,34,"Work related"
"Bertrand Ovan","Adan Morlun","mandatory safety training",2014-01-07,"14:12",26,35,"Work related"
"Bertrand Ovan","Cecilia Morluniau","mandatory safety training",2014-01-07,"14:12",26,36,"Work related"
"Bertrand Ovan","Irene Nant","mandatory safety training",2014-01-07,"14:12",26,37,"Work related"
"Bertrand Ovan","Dylan Scozzese","mandatory safety training",2014-01-07,"14:12",26,38,"Work related"
"Lidelse Dedos","Axel Calzas","re: downhole prediction 2522-00",2014-01-07,"14:19",16,10,"Work related"
"Lidelse Dedos","Vira Frente","re: downhole prediction 2522-00",2014-01-07,"14:19",16,20,"Work related"
"Lidelse Dedos","Elsa Orilla","re: downhole prediction 2522-00",2014-01-07,"14:19",16,12,"Work related"
"Cornelia Lais","Mat Bramar","can someone cover for me next week?",2014-01-07,"14:21",7,1,"Work related"
"Cornelia Lais","Anda Ribera","can someone cover for me next week?",2014-01-07,"14:21",7,2,"Work related"
"Cornelia Lais","Rachel Pantanal","can someone cover for me next week?",2014-01-07,"14:21",7,3,"Work related"
"Cornelia Lais","Linda Lagos","can someone cover for me next week?",2014-01-07,"14:21",7,4,"Work related"
"Cornelia Lais","Ruscella Mies Haber","can someone cover for me next week?",2014-01-07,"14:21",7,5,"Work related"
"Cornelia Lais","Carla Forluniau","can someone cover for me next week?",2014-01-07,"14:21",7,6,"Work related"
"Rachel Pantanal","Mat Bramar","too funy - you have to see this...",2014-01-07,"14:21",3,1,"Non-work related"
"Rachel Pantanal","Anda Ribera","too funy - you have to see this...",2014-01-07,"14:21",3,2,"Non-work related"
"Rachel Pantanal","Linda Lagos","too funy - you have to see this...",2014-01-07,"14:21",3,4,"Non-work related"
"Rachel Pantanal","Ruscella Mies Haber","too funy - you have to see this...",2014-01-07,"14:21",3,5,"Non-work related"
"Rachel Pantanal","Carla Forluniau","too funy - you have to see this...",2014-01-07,"14:21",3,6,"Non-work related"
